region	chr	midPos	Nsites
(116562,117061)(116600,117099)(116600,117100)	Pt	116850	501	0.475541
(116662,117161)(116700,117199)(116700,117200)	Pt	116950	501	0.495501
(116762,117261)(116800,117299)(116800,117300)	Pt	117050	501	0.499644
(116862,117361)(116900,117399)(116900,117400)	Pt	117150	501	0.486988
(116962,117461)(117000,117499)(117000,117500)	Pt	117250	501	0.491026
(117062,117561)(117100,117599)(117100,117600)	Pt	117350	501	0.438615
(117162,117661)(117200,117699)(117200,117700)	Pt	117450	501	0.470424
(117262,117761)(117300,117799)(117300,117800)	Pt	117550	501	0.501930
(117362,117861)(117400,117899)(117400,117900)	Pt	117650	501	0.493841
(117462,117961)(117500,117999)(117500,118000)	Pt	117750	501	0.488572
(117562,118061)(117600,118099)(117600,118100)	Pt	117850	501	0.505895
(117662,118161)(117700,118199)(117700,118200)	Pt	117950	501	0.464378
(117762,118261)(117800,118299)(117800,118300)	Pt	118050	501	0.405384
(117862,118361)(117900,118399)(117900,118400)	Pt	118150	501	0.407446
(117962,118461)(118000,118499)(118000,118500)	Pt	118250	501	0.404455
(118062,118561)(118100,118599)(118100,118600)	Pt	118350	501	0.463402
(118162,118661)(118200,118699)(118200,118700)	Pt	118450	501	0.620419
(118262,118761)(118300,118799)(118300,118800)	Pt	118550	501	0.615789
(118362,118861)(118400,118899)(118400,118900)	Pt	118650	501	0.613539
(118462,118961)(118500,118999)(118500,119000)	Pt	118750	501	0.535759
(118562,119061)(118600,119099)(118600,119100)	Pt	118850	501	0.543078
(118662,119161)(118700,119199)(118700,119200)	Pt	118950	501	0.361074
(118762,119261)(118800,119299)(118800,119300)	Pt	119050	501	0.554781
(118862,119361)(118900,119399)(118900,119400)	Pt	119150	501	0.526232
(118962,119461)(119000,119499)(119000,119500)	Pt	119250	501	0.643922
(119062,119561)(119100,119599)(119100,119600)	Pt	119350	501	0.948891
(119162,119661)(119200,119699)(119200,119700)	Pt	119450	501	0.951148
(119262,119761)(119300,119799)(119300,119800)	Pt	119550	501	0.888161
(119362,119861)(119400,119899)(119400,119900)	Pt	119650	501	0.889250
(119462,119961)(119500,119999)(119500,120000)	Pt	119750	501	0.892920
(119562,120061)(119600,120099)(119600,120100)	Pt	119850	501	0.771404
(119662,120161)(119700,120199)(119700,120200)	Pt	119950	501	0.771383
(119762,120261)(119800,120299)(119800,120300)	Pt	120050	501	0.699017
(119862,120361)(119900,120399)(119900,120400)	Pt	120150	501	0.696608
(119962,120461)(120000,120499)(120000,120500)	Pt	120250	501	0.693331
(120062,120561)(120100,120599)(120100,120600)	Pt	120350	501	0.349979
(120162,120661)(120200,120699)(120200,120700)	Pt	120450	501	0.783133
(120262,120761)(120300,120799)(120300,120800)	Pt	120550	501	0.802565
(120362,120861)(120400,120899)(120400,120900)	Pt	120650	501	0.786083
(120462,120961)(120500,120999)(120500,121000)	Pt	120750	501	0.792756
(120562,121061)(120600,121099)(120600,121100)	Pt	120850	501	0.792990
(120662,121161)(120700,121199)(120700,121200)	Pt	120950	501	0.783028
(120762,121261)(120800,121299)(120800,121300)	Pt	121050	501	0.789947
(120862,121361)(120900,121399)(120900,121400)	Pt	121150	501	0.791267
(120962,121461)(121000,121499)(121000,121500)	Pt	121250	501	0.790826
(121062,121561)(121100,121599)(121100,121600)	Pt	121350	501	0.739256
(121162,121661)(121200,121699)(121200,121700)	Pt	121450	501	0.738718
(121262,121761)(121300,121799)(121300,121800)	Pt	121550	501	0.682411
(121362,121861)(121400,121899)(121400,121900)	Pt	121650	501	0.740898
(121462,121961)(121500,121999)(121500,122000)	Pt	121750	501	0.726067
(121562,122061)(121600,122099)(121600,122100)	Pt	121850	501	0.774203
(121662,122161)(121700,122199)(121700,122200)	Pt	121950	501	0.774866
(121762,122261)(121800,122299)(121800,122300)	Pt	122050	501	0.791818
(121862,122361)(121900,122399)(121900,122400)	Pt	122150	501	0.786909
(121962,122461)(122000,122499)(122000,122500)	Pt	122250	501	0.806029
(122062,122561)(122100,122599)(122100,122600)	Pt	122350	501	0.798257
(122162,122661)(122200,122699)(122200,122700)	Pt	122450	501	0.776923
(122262,122761)(122300,122799)(122300,122800)	Pt	122550	501	0.722556
(122362,122861)(122400,122899)(122400,122900)	Pt	122650	501	0.730618
(122462,122961)(122500,122999)(122500,123000)	Pt	122750	501	0.730406
(122562,123061)(122600,123099)(122600,123100)	Pt	122850	501	0.730312
(122662,123161)(122700,123199)(122700,123200)	Pt	122950	501	0.761874
(122762,123261)(122800,123299)(122800,123300)	Pt	123050	501	0.775904
(122862,123361)(122900,123399)(122900,123400)	Pt	123150	501	0.776064
(122962,123461)(123000,123499)(123000,123500)	Pt	123250	501	0.858218
(123062,123561)(123100,123599)(123100,123600)	Pt	123350	501	0.869576
(123162,123661)(123200,123699)(123200,123700)	Pt	123450	501	0.882547
(123262,123761)(123300,123799)(123300,123800)	Pt	123550	501	0.903050
(123362,123861)(123400,123899)(123400,123900)	Pt	123650	501	0.899966
(123462,123961)(123500,123999)(123500,124000)	Pt	123750	501	0.879078
(123562,124061)(123600,124099)(123600,124100)	Pt	123850	501	0.698315
(123662,124161)(123700,124199)(123700,124200)	Pt	123950	501	0.655677
(123762,124261)(123800,124299)(123800,124300)	Pt	124050	501	0.663122
(123862,124361)(123900,124399)(123900,124400)	Pt	124150	501	0.399809
(123962,124461)(124000,124499)(124000,124500)	Pt	124250	501	0.730629
(124062,124561)(124100,124599)(124100,124600)	Pt	124350	501	0.726867
(124162,124661)(124200,124699)(124200,124700)	Pt	124450	501	0.785177
(124262,124761)(124300,124799)(124300,124800)	Pt	124550	501	0.787659
(124362,124861)(124400,124899)(124400,124900)	Pt	124650	501	0.787709
(124462,124961)(124500,124999)(124500,125000)	Pt	124750	501	0.775945
(124562,125061)(124600,125099)(124600,125100)	Pt	124850	501	0.768631
(124662,125161)(124700,125199)(124700,125200)	Pt	124950	501	0.764876
(124762,125261)(124800,125299)(124800,125300)	Pt	125050	501	0.764622
(124862,125361)(124900,125399)(124900,125400)	Pt	125150	501	0.778541
(124962,125461)(125000,125499)(125000,125500)	Pt	125250	501	0.781299
(125062,125561)(125100,125599)(125100,125600)	Pt	125350	501	0.794464
(125162,125661)(125200,125699)(125200,125700)	Pt	125450	501	0.796971
(125262,125761)(125300,125799)(125300,125800)	Pt	125550	501	0.797181
(125362,125861)(125400,125899)(125400,125900)	Pt	125650	501	0.792364
(125462,125961)(125500,125999)(125500,126000)	Pt	125750	501	0.797397
(125562,126061)(125600,126099)(125600,126100)	Pt	125850	501	0.799458
(125662,126161)(125700,126199)(125700,126200)	Pt	125950	501	0.764039
(125762,126261)(125800,126299)(125800,126300)	Pt	126050	501	0.764087
(125862,126361)(125900,126399)(125900,126400)	Pt	126150	501	0.778185
(125962,126461)(126000,126499)(126000,126500)	Pt	126250	501	0.776576
(126062,126561)(126100,126599)(126100,126600)	Pt	126350	501	0.755694
(126162,126661)(126200,126699)(126200,126700)	Pt	126450	501	0.764518
(126262,126761)(126300,126799)(126300,126800)	Pt	126550	501	0.764975
(126362,126861)(126400,126899)(126400,126900)	Pt	126650	501	0.785147
(126462,126961)(126500,126999)(126500,127000)	Pt	126750	501	0.784035
(126562,127061)(126600,127099)(126600,127100)	Pt	126850	501	0.799594
(126662,127161)(126700,127199)(126700,127200)	Pt	126950	501	0.799702
(126762,127261)(126800,127299)(126800,127300)	Pt	127050	501	0.798494
(126862,127361)(126900,127399)(126900,127400)	Pt	127150	501	0.793048
(126962,127461)(127000,127499)(127000,127500)	Pt	127250	501	0.792297
(127062,127561)(127100,127599)(127100,127600)	Pt	127350	501	0.763877
(127162,127661)(127200,127699)(127200,127700)	Pt	127450	501	0.772370
(127262,127761)(127300,127799)(127300,127800)	Pt	127550	501	0.767979
(127362,127861)(127400,127899)(127400,127900)	Pt	127650	501	0.747059
(127462,127961)(127500,127999)(127500,128000)	Pt	127750	501	0.748301
(127562,128061)(127600,128099)(127600,128100)	Pt	127850	501	0.763234
(127662,128161)(127700,128199)(127700,128200)	Pt	127950	501	0.733248
(127762,128261)(127800,128299)(127800,128300)	Pt	128050	501	0.732828
(127862,128361)(127900,128399)(127900,128400)	Pt	128150	501	0.741671
(127962,128461)(128000,128499)(128000,128500)	Pt	128250	501	0.751216
(128062,128561)(128100,128599)(128100,128600)	Pt	128350	501	0.789400
(128162,128661)(128200,128699)(128200,128700)	Pt	128450	501	0.788996
(128262,128761)(128300,128799)(128300,128800)	Pt	128550	501	0.751555
(128362,128861)(128400,128899)(128400,128900)	Pt	128650	501	0.751397
(128462,128961)(128500,128999)(128500,129000)	Pt	128750	501	0.754296
(128562,129061)(128600,129099)(128600,129100)	Pt	128850	501	0.717338
(128662,129161)(128700,129199)(128700,129200)	Pt	128950	501	0.709222
(128762,129261)(128800,129299)(128800,129300)	Pt	129050	501	0.734890
(128862,129361)(128900,129399)(128900,129400)	Pt	129150	501	0.735399
(128962,129461)(129000,129499)(129000,129500)	Pt	129250	501	0.837293
(129062,129561)(129100,129599)(129100,129600)	Pt	129350	501	0.830400
(129162,129661)(129200,129699)(129200,129700)	Pt	129450	501	0.893766
(129262,129761)(129300,129799)(129300,129800)	Pt	129550	501	0.893851
(129362,129861)(129400,129899)(129400,129900)	Pt	129650	501	0.894361
(129462,129961)(129500,129999)(129500,130000)	Pt	129750	501	0.683196
(129562,130061)(129600,130099)(129600,130100)	Pt	129850	501	0.689359
(129662,130161)(129700,130199)(129700,130200)	Pt	129950	501	0.871510
(129762,130261)(129800,130299)(129800,130300)	Pt	130050	501	0.871127
(129862,130361)(129900,130399)(129900,130400)	Pt	130150	501	0.866594
(129962,130461)(130000,130499)(130000,130500)	Pt	130250	501	0.883830
(130062,130561)(130100,130599)(130100,130600)	Pt	130350	501	0.883643
(130162,130661)(130200,130699)(130200,130700)	Pt	130450	501	0.626092
(130262,130761)(130300,130799)(130300,130800)	Pt	130550	501	0.671569
(130362,130861)(130400,130899)(130400,130900)	Pt	130650	501	0.675860
(130462,130961)(130500,130999)(130500,131000)	Pt	130750	501	0.742058
(130562,131061)(130600,131099)(130600,131100)	Pt	130850	501	0.805282
(130662,131161)(130700,131199)(130700,131200)	Pt	130950	501	0.809502
(130762,131261)(130800,131299)(130800,131300)	Pt	131050	501	0.820144
(130862,131361)(130900,131399)(130900,131400)	Pt	131150	501	0.801395
(130962,131461)(131000,131499)(131000,131500)	Pt	131250	501	0.803125
(131062,131561)(131100,131599)(131100,131600)	Pt	131350	501	0.740840
(131162,131661)(131200,131699)(131200,131700)	Pt	131450	501	0.726229
(131262,131761)(131300,131799)(131300,131800)	Pt	131550	501	0.750229
(131362,131861)(131400,131899)(131400,131900)	Pt	131650	501	0.805161
(131462,131961)(131500,131999)(131500,132000)	Pt	131750	501	0.807625
(131562,132061)(131600,132099)(131600,132100)	Pt	131850	501	0.808334
(131662,132161)(131700,132199)(131700,132200)	Pt	131950	501	0.853218
(131762,132261)(131800,132299)(131800,132300)	Pt	132050	501	0.888465
(131862,132361)(131900,132399)(131900,132400)	Pt	132150	501	0.708613
(131962,132461)(132000,132499)(132000,132500)	Pt	132250	501	0.759277
(132062,132561)(132100,132599)(132100,132600)	Pt	132350	501	0.758603
(132162,132661)(132200,132699)(132200,132700)	Pt	132450	501	0.758383
(132262,132761)(132300,132799)(132300,132800)	Pt	132550	501	0.758921
(132362,132861)(132400,132899)(132400,132900)	Pt	132650	501	0.774092
(132462,132961)(132500,132999)(132500,133000)	Pt	132750	501	0.728319
(132562,133061)(132600,133099)(132600,133100)	Pt	132850	501	0.738071
(132662,133161)(132700,133199)(132700,133200)	Pt	132950	501	0.735673
(132762,133261)(132800,133299)(132800,133300)	Pt	133050	501	0.918487
(132862,133361)(132900,133399)(132900,133400)	Pt	133150	501	0.937858
(132962,133461)(133000,133499)(133000,133500)	Pt	133250	501	0.921553
(133062,133561)(133100,133599)(133100,133600)	Pt	133350	501	0.898746
(133162,133661)(133200,133699)(133200,133700)	Pt	133450	501	0.898580
(133262,133761)(133300,133799)(133300,133800)	Pt	133550	501	0.875851
(133362,133861)(133400,133899)(133400,133900)	Pt	133650	501	0.831613
(133462,133961)(133500,133999)(133500,134000)	Pt	133750	501	0.813143
(133562,134061)(133600,134099)(133600,134100)	Pt	133850	501	0.815343
(133662,134161)(133700,134199)(133700,134200)	Pt	133950	501	0.806522
(133762,134261)(133800,134299)(133800,134300)	Pt	134050	501	0.758479
(133862,134361)(133900,134399)(133900,134400)	Pt	134150	501	0.758015
(133962,134461)(134000,134499)(134000,134500)	Pt	134250	501	0.715496
(134062,134561)(134100,134599)(134100,134600)	Pt	134350	501	0.732315
(134162,134661)(134200,134699)(134200,134700)	Pt	134450	501	0.738937
(134262,134761)(134300,134799)(134300,134800)	Pt	134550	501	0.762121
(134362,134861)(134400,134899)(134400,134900)	Pt	134650	501	0.789845
(134462,134961)(134500,134999)(134500,135000)	Pt	134750	501	0.796611
(134562,135061)(134600,135099)(134600,135100)	Pt	134850	501	0.795572
(134662,135161)(134700,135199)(134700,135200)	Pt	134950	501	0.793038
(134762,135261)(134800,135299)(134800,135300)	Pt	135050	501	0.811341
(134862,135361)(134900,135399)(134900,135400)	Pt	135150	501	0.792410
(134962,135461)(135000,135499)(135000,135500)	Pt	135250	501	0.583929
(135062,135561)(135100,135599)(135100,135600)	Pt	135350	501	0.681384
(135162,135661)(135200,135699)(135200,135700)	Pt	135450	501	0.683906
(135262,135761)(135300,135799)(135300,135800)	Pt	135550	501	0.868043
(135362,135861)(135400,135899)(135400,135900)	Pt	135650	501	0.866480
(135462,135961)(135500,135999)(135500,136000)	Pt	135750	501	0.864980
(135562,136061)(135600,136099)(135600,136100)	Pt	135850	501	0.979392
(135662,136161)(135700,136199)(135700,136200)	Pt	135950	501	0.867504
(135762,136261)(135800,136299)(135800,136300)	Pt	136050	501	0.674463
(135862,136361)(135900,136399)(135900,136400)	Pt	136150	501	0.667621
(135962,136461)(136000,136499)(136000,136500)	Pt	136250	501	0.670071
(136062,136561)(136100,136599)(136100,136600)	Pt	136350	501	0.669622
(136162,136661)(136200,136699)(136200,136700)	Pt	136450	501	0.542070
(136262,136761)(136300,136799)(136300,136800)	Pt	136550	501	0.589288
(136362,136861)(136400,136899)(136400,136900)	Pt	136650	501	0.593954
(136462,136961)(136500,136999)(136500,137000)	Pt	136750	501	0.671965
(136562,137061)(136600,137099)(136600,137100)	Pt	136850	501	0.674010
(136662,137161)(136700,137199)(136700,137200)	Pt	136950	501	0.789960
(136762,137261)(136800,137299)(136800,137300)	Pt	137050	501	0.752325
(136862,137361)(136900,137399)(136900,137400)	Pt	137150	501	0.760443
(136962,137461)(137000,137499)(137000,137500)	Pt	137250	501	0.765329
(137062,137561)(137100,137599)(137100,137600)	Pt	137350	501	0.765373
(137162,137661)(137200,137699)(137200,137700)	Pt	137450	501	0.747532
(137262,137761)(137300,137799)(137300,137800)	Pt	137550	501	0.770113
(137362,137861)(137400,137899)(137400,137900)	Pt	137650	501	0.716002
(137462,137961)(137500,137999)(137500,138000)	Pt	137750	501	0.923835
(137562,138061)(137600,138099)(137600,138100)	Pt	137850	501	0.901895
(137662,138161)(137700,138199)(137700,138200)	Pt	137950	501	0.912706
(137762,138261)(137800,138299)(137800,138300)	Pt	138050	501	0.858319
(137862,138361)(137900,138399)(137900,138400)	Pt	138150	501	0.851025
(137962,138461)(138000,138499)(138000,138500)	Pt	138250	501	0.834837
(138062,138561)(138100,138599)(138100,138600)	Pt	138350	501	0.836287
(138162,138661)(138200,138699)(138200,138700)	Pt	138450	501	0.814312
(138262,138761)(138300,138799)(138300,138800)	Pt	138550	501	0.808115
(138362,138861)(138400,138899)(138400,138900)	Pt	138650	501	0.796730
(138462,138961)(138500,138999)(138500,139000)	Pt	138750	501	0.738703
(138562,139061)(138600,139099)(138600,139100)	Pt	138850	501	0.736639
(138662,139161)(138700,139199)(138700,139200)	Pt	138950	501	0.764364
(138762,139261)(138800,139299)(138800,139300)	Pt	139050	501	0.765867
(138862,139361)(138900,139399)(138900,139400)	Pt	139150	501	0.776730
(138962,139461)(139000,139499)(139000,139500)	Pt	139250	501	0.786609
(139062,139561)(139100,139599)(139100,139600)	Pt	139350	501	0.809186
(139162,139661)(139200,139699)(139200,139700)	Pt	139450	501	0.781060
(139262,139761)(139300,139799)(139300,139800)	Pt	139550	501	0.780131
(139362,139861)(139400,139899)(139400,139900)	Pt	139650	501	0.719326
(139462,139961)(139500,139999)(139500,140000)	Pt	139750	501	0.789062
(139562,140061)(139600,140099)(139600,140100)	Pt	139850	501	0.786410
(139662,140161)(139700,140199)(139700,140200)	Pt	139950	501	0.736744
(139762,140261)(139800,140299)(139800,140300)	Pt	140050	501	0.712951
